code,review
"@@ -325,6 +325,10 @@ class RemoteManager(object): except ConnectionError as exc: raise ConanConnectionError(%s\n\nUnable to connect to %s=%s % (str(exc), remote.name, remote.url)) + except RecipeNotFoundException as exc: + raise NotFoundException(%s. [Remote: %s] % (exception_message_safe(exc), remote.name)) + except PackageNotFoundException as exc: + raise NotFoundException(%s. [Remote: %s] % (exception_message_safe(exc), remote.name)) except ConanException as exc: raise exc.__class__(%s. [Remote: %s] % (exception_message_safe(exc), remote.name)) except Exception as exc: ",What? So if calling a remote returns a RecipeNotFound you re-convert it to NotFoundException? Seems very weird.
"@@ -147,7 +147,7 @@ class Plugin_Storage { } // If a plugin was activated or deactivated. - $number_of_plugins_differ = count( self::$plugins ) !== count( get_option( self::ACTIVE_PLUGINS_OPTION_NAME, array() ) ); + $number_of_plugins_differ = count( self::$plugins ) !== count( (array) get_option( self::ACTIVE_PLUGINS_OPTION_NAME, array() ) ); if ( $number_of_plugins_differ || true === self::$refresh_connected_plugins ) { self::update_active_plugins_option(); ","Without being able to reproduce this, this is likely enough. Ideally, if we can run this code on an impacted site and confirm it isn't the `$plugins` that is a problematic. (I don't see how, but I don't trust myself)."
"@@ -72,6 +72,14 @@ def self_chat(opt, print_parser=None): if hasattr(agent2, 'id'): agent2.id = agent2.id + 2 + # Check for `selfchat` in the task name + if 'selfchat' not in opt['task']: + warn_once( + 'You are using self chat with task {}.'.format(opt['task']) + + 'If your task has an existing self chat world, then run with ' + '-t {}:selfchat'.format(opt['task']) + ) + world = create_task(opt, [agent1, agent2]) if print_parser: ",You missed a space. Also you can use `f'strings'` if you want!
"@@ -142,9 +142,9 @@ def _get_dvc_repo_info(repo): def add_parser(subparsers, parent_parser): - VERSION_HELP = Display the DVC version -  and system/environment information. - + VERSION_HELP = ( + Display the DVC version and system/environment information. + ) version_parser = subparsers.add_parser( version, parents=[parent_parser], ",I'll update docs to match this.
"@@ -45,4 +45,14 @@ public abstract class BaseCommand implements Runnable { ) protected boolean dryRun = false; + protected static final Logger LOGGER = LoggerFactory.getLogger(Migrations.class); + + @Override + public void run() { + final long startTime = System.nanoTime(); + command(); + LOGGER.info(Execution time:  + (System.nanoTime() - startTime) / 1000000000); + } + + protected abstract void command(); } ","I think it's better to have the different classes each have their own loggers, rather than having them all share the `Migrations.class` logger. By having different loggers, users can more easily filter logs and can also configure different log levels for the different loggers. I assume your motivation for switching to a shared logger was so that the execution time would be logged by the same logger as the other messages from the command execution itself? I don't have a great solution but one option could be to have each command implement a simple `getLogger()` method, which we can then call here."
"@@ -377,14 +377,16 @@ function poller_kill_stale_workers() { // We killed the stale process. // To avoid a blocking situation we reschedule the process at the beginning of the queue. // Additionally we are lowering the priority. - q(UPDATE `workerqueue` SET `executed` = '0000-00-00 00:00:00', `created` = '%s', + q(UPDATE `workerqueue` SET `executed` = '%s', `created` = '%s', `priority` = %d, `pid` = 0 WHERE `pid` = %d, + dbesc(NULL_DATE), dbesc(datetime_convert()), intval(PRIORITY_NEGLIGIBLE), intval($pid[pid])); } else logger(Worker process .$pid[pid]. (.implode( , $argv).) now runs for .round($duration). of .$max_duration. allowed minutes. That's okay., LOGGER_DEBUG); } + } } /** ",Standards: Please add braces to this `else`.
"@@ -26,7 +26,7 @@ class ProjectActivitiesController < ApplicationController end def check_view_permissions - unless can_view_project_activities(@project) + unless can_read_project?(@project) render_403 end end ",Favor modifier unless usage when having a single-line body. Another good alternative is the usage of control flow &&/||.
"@@ -54,7 +54,7 @@ public class U2FRedisDeviceRepository extends BaseU2FDeviceRepository { public Collection<? extends U2FDeviceRegistration> getRegisteredDevices() { val expirationDate = LocalDate.now(ZoneId.systemDefault()) .minus(this.expirationTime, DateTimeUtils.toChronoUnit(this.expirationTimeUnit)); - val keys = (Set<String>) this.redisTemplate.keys(getPatternRedisKey()); + val keys = (Set<String>) RedisUtils.keys(this.redisTemplate, getPatternRedisKey()); if (keys != null) { return queryDeviceRegistrations(expirationDate, keys); } ",Remove the cast
"@@ -117,6 +117,12 @@ describe ProjectsController, type: :controller do expect(response).to have_http_status(:unprocessable_entity) expect(response.content_type).to eq 'application/json' end + + it 'never calls create activity service' do + expect(Activities::CreateActivityService).to receive(:call) + + post :create, params: params, format: :json + end end end ",Is this named correctly?
"@@ -27,11 +27,11 @@ from .pipeline import AsyncPipeline, PipelineStep from .queue import Signal -def run_pipeline(video, encoder, decoder, render_fn, fps=30): +def run_pipeline(video, encoder, decoder, render_fn, decoder_seq_size=16, fps=30): pipeline = AsyncPipeline() pipeline.add_step(Data, DataStep(video), parallel=False) pipeline.add_step(Encoder, EncoderStep(encoder), parallel=False) - pipeline.add_step(Decoder, DecoderStep(decoder), parallel=False) + pipeline.add_step(Decoder, DecoderStep(decoder, sequence_size=decoder_seq_size), parallel=False) pipeline.add_step(Render, RenderStep(render_fn, fps=fps), parallel=True) pipeline.run() ","I can understand the sequence size being configurable when you're using the dummy decoder, but does it make sense to override it when using a real decoder? IMO, the code should only allow the `--seq` option to be set when `-m_de` is unspecified, and otherwise derive the sequence size from the decoder's input shape."
"@@ -53,10 +53,11 @@ </ul> </dd> </dl> - <router-link tag=button type=submit - :to={name: '<%= jhiPrefixCapitalized %>User'} - class=btn btn-info> + <router-link custom v-slot={ navigate } + :to={name: '<%= jhiPrefixCapitalized %>User'}> + <button @click=navigate type=submit class=btn btn-info> <font-awesome-icon icon=arrow-left></font-awesome-icon>&nbsp;<span v-text=$t('entity.action.back')> Back</span> + </button> </router-link> </div> </div> ",Should it be really a `submit` button and not just a `button` (was already before the case)?
"@@ -33,7 +33,7 @@ class LinkTag < LiquidTagBase path.slice!(0) if path.starts_with?(/) # remove leading slash if present path.slice!(-1) if path.ends_with?(/) # remove trailing slash if present extracted_hash = Addressable::Template.new({username}/{slug}).extract(path)&.symbolize_keys - raise StandardError, The article you're looking for does not exist: {% link #{slug} %} unless extracted_hash + raise StandardError, The article you're looking for does not exist: #{slug} unless extracted_hash extracted_hash end ","I changed this error message because I feel the main piece of information is the link that was passed in, not the syntax for the liquid tag."
"@@ -550,7 +550,8 @@ func GenerateRegionGuideFunc(enableLog bool) RegionGuideFunc { // Once flow has changed, will update the cache. // Because keys and bytes are strongly related, only bytes are judged. if region.GetRoundBytesWritten() != origin.GetRoundBytesWritten() || - region.GetRoundBytesRead() != origin.GetRoundBytesRead() { + region.GetRoundBytesRead() != origin.GetRoundBytesRead() || + region.flowRoundDivisor < origin.flowRoundDivisor { saveCache, needSync = true, true } ",Why can we skip sync when `divisor` becomes greater?
"@@ -56,6 +56,7 @@ public class FreeStyleProject extends Project<FreeStyleProject,FreeStyleBuild> i return FreeStyleBuild.class; } + @Override public DescriptorImpl getDescriptor() { return (DescriptorImpl)Jenkins.getInstance().getDescriptorOrDie(getClass()); } ",Please don't include general cleanup in otherwise unrelated files in your PR.
"@@ -47,8 +47,10 @@ final class PublishMercureUpdatesListener private $createdEntities; private $updatedEntities; private $deletedEntities; + private $requestStack; + private $formats; - public function __construct(ResourceClassResolverInterface $resourceClassResolver, IriConverterInterface $iriConverter, ResourceMetadataFactoryInterface $resourceMetadataFactory, SerializerInterface $serializer, MessageBusInterface $messageBus = null, callable $publisher = null, ExpressionLanguage $expressionLanguage = null) + public function __construct(ResourceClassResolverInterface $resourceClassResolver, IriConverterInterface $iriConverter, ResourceMetadataFactoryInterface $resourceMetadataFactory, SerializerInterface $serializer, MessageBusInterface $messageBus = null, callable $publisher = null, RequestStack $requestStack, array $formats, ExpressionLanguage $expressionLanguage = null) { if (null === $messageBus && null === $publisher) { throw new InvalidArgumentException('A message bus or a publisher must be provided.'); ","We shouldn't use request stack here, because it makes the feature not fully compliant with GraphQL, and create a hard dependency to Symfony (we want to support Laravel and maybe PSR-7 at some point)."
"@@ -22,7 +22,7 @@ namespace CoreNodeModels.Input [SupressImportIntoVM] [IsDesignScriptCompatible] [AlsoKnownAs(DSCoreNodesUI.Input.IntegerSlider)] - public class IntegerSlider : SliderBase<int> + public class IntegerSlider : SliderBase<long> { /// <summary> /// The NodeType property provides a name which maps to the ",@mjkkirschner is this an API break too?
"@@ -506,7 +506,7 @@ module.exports = class huobipro extends Exchange { return this.parseOHLCVs (response['data'], market, timeframe, since, limit); } - async loadAccounts (reload = false) { + async loadAccounts (reload = false, params = {}) { if (reload) { this.accounts = await this.fetchAccounts (); } else { ",Forgot to pass `params` to `fetchAccounts` here )
"@@ -29,14 +29,14 @@ public interface TicketState { * @return the previous time used. */ - long getPreviousTimeUsed(); + ZonedDateTime getPreviousTimeUsed(); /** * Get the time the ticket was created. * * @return the creation time of the ticket. */ - long getCreationTime(); + ZonedDateTime getCreationTime(); /** * Authentication information from the ticket. This may be null. ",Don't think this will work with JPA ticket registries. We'll likely run into either schema or serialization issues. Let's keep this as long.
"@@ -59,7 +59,7 @@ export class IframeMessagingClient { /** * Send a postMessage to Host Window * @param {object} message The message to send. - * @private + * @protected */ messageHost_(message) { this.getHostWindow().postMessage/*OK*/(message, '*'); ","Why `@protected`? Why should this be overridden? Trailing underscore means `@private`, so would have to be removed."
"@@ -91,14 +91,12 @@ public class LogoutResourceIT { private WebTestClient webTestClient; <%_ } _%> - private OidcIdToken idToken; - @BeforeEach public void before() <% if (!reactive) { %>throws Exception <% } %>{ Map<String, Object> claims = new HashMap<>(); claims.put(groups, Collections.singletonList(ROLE_USER)); claims.put(sub, 123); - this.idToken = new OidcIdToken(ID_TOKEN, Instant.now(), Instant.now().plusSeconds(60), claims); + OidcIdToken idToken = new OidcIdToken(ID_TOKEN, Instant.now(), Instant.now().plusSeconds(60), claims); <%_ if (!reactive) { _%> SecurityContextHolder.getContext().setAuthentication(authenticationToken(idToken)); ",idToken is used in getLogoutInformation method
"@@ -230,11 +230,13 @@ namespace System.Data #endregion #region IBindingList -// TODO: Enable after System.ComponentModel.TypeConverter is annotated + // TODO: Enable after System.ComponentModel.TypeConverter is annotated #nullable disable /// <summary> /// Clears both expression-based and DataView's string-based sorting. /// </summary> + [UnconditionalSuppressMessage(ReflectionAnalysis, IL2026:UnrecognizedReflectionPattern, + Justification = This whole class is unsafe. Constructors are marked as such.)] void IBindingList.RemoveSort() { base.Sort = string.Empty; ",What is unsafe about the two methods below? Can these suppressions (and thus the RUC on the ctor) be removed on this class?
"@@ -80,7 +80,7 @@ func commitCmd(c *cli.Context) error { case oci: mimeType = buildah.OCIv1ImageManifest if c.IsSet(message) { - return errors.Errorf(messages cannot be added to the OCIv1 image format.) + return errors.Errorf(messages are only compatible with the docker image format (-f docker)) } case docker: mimeType = buildah.Dockerv2ImageManifest ","@rhatdan question, does the first docker here need to be capped?"
"@@ -1850,9 +1850,10 @@ class BaseRaw(ProjMixin, ContainsMixin, UpdateChannelsMixin, SetChannelsMixin, show=show, block=block, n_jobs=n_jobs, axes=axes, verbose=verbose) - @fill_doc + @verbose def estimate_rank(self, tstart=0.0, tstop=30.0, tol=1e-4, - return_singular=False, picks=None, scalings='norm'): + return_singular=False, picks=None, scalings='norm', + verbose=None): Estimate rank of the raw data. This function is meant to provide a reasonable estimate of the rank. ",I would consider deprecating this method to avoid having 2 (inconsistant) ways of computing the rank from raw data.
"@@ -94,6 +94,10 @@ class Server: self.options = options if os.path.isfile(STATUS_FILE): os.unlink(STATUS_FILE) + if self.fine_grained: + options.incremental = True + options.show_traceback = True + options.cache_dir = os.devnull def serve(self) -> None: Serve requests, synchronously (no thread or fork). ",Is this also going to be true for the real version of fine-grained?
"@@ -323,3 +323,13 @@ func isVMSSNameInAgentPoolsArray(vmss string, cs *api.ContainerService) bool { } return false } + +func azureStackImageBaseOverrides(kc *api.KubernetesConfig) { + // Azure Stack's custom hyperkube image is now hosted along with MS' images + // Override KubernetesImageBase/KubernetesImageBaseType if apimodel is set to the deprecated KubernetesImageBase + deprecatedAzureStackImageBase := mcr.microsoft.com/k8s/azurestack/core/ + if strings.EqualFold(kc.KubernetesImageBase, deprecatedAzureStackImageBase) { + kc.KubernetesImageBase = mcr.microsoft.com/ + kc.KubernetesImageBaseType = mcr + } +} ","@CecileRobertMichon do you have any thoughts on doing this override here? Is this preferable to the pattern we have currently, where we pass along upgrade context through the code flow and do upgrade-specific mutations during defaults enforcement?"
"@@ -861,6 +861,9 @@ class SemanticAnalyzer(NodeVisitor): return None return Instance(cast(TypeInfo, sym.node), []) + def external_instance(self, qualified_name: str, args: List[Type] = None) -> Instance: + return Instance(self.named_type_or_none(qualified_name).type, args or None) + def is_instance_type(self, t: Type) -> bool: return isinstance(t, Instance) ",The second argument shouldn't be `None` -- it should be an empty list if there are no arguments.
"@@ -123,7 +123,7 @@ def _stdio_stream_as(src_fd, dst_fd, dst_sys_attribute, mode): @contextmanager -def stdio_as(stdout_fd, stderr_fd, stdin_fd): +def stdio_as(stdout_fd, stderr_fd, stdin_fd, binary_mode=False): Redirect sys.{stdout, stderr, stdin} to alternate file descriptors. As a special case, if a given destination fd is `-1`, we will replace it with an open file handle ","afaict, the `binary_mode=True` case here is never exercised? should there be some `if PY3` conditional logic somewhere consuming this for when pants is executed with a 3.x interpreter?"
"@@ -201,8 +201,8 @@ func (r *ReplicaChecker) checkBestReplacement(region *core.RegionInfo) *Operator checkerCounter.WithLabelValues(replica_checker, all_right) return nil } - storeID, newScore := r.selectBestReplacement(region, oldPeer) - if storeID == 0 { + newPeer, newScore := r.SelectBestReplacedPeerToAddReplica(region, oldPeer) + if newPeer == nil { checkerCounter.WithLabelValues(replica_checker, no_replacement_store) return nil } ",I was intentional to return `storeID` instead of `peer` to avoid alloc too many IDs during replacement check.
"@@ -2,11 +2,14 @@ // This file is subject to the terms and conditions defined in // file 'LICENSE.txt', which is part of this source code package. +using System; + namespace Microsoft.Xna.Framework.Input { /// <summary> /// A struct that represents the current button states for the controller. /// </summary> + [Serializable] public struct GamePadButtons { internal readonly Buttons _buttons; ",I assume you're checking with XNA and these are cases where we missed having it serializable? Can you add `[DataContract]` to these as well if that is the case?
"@@ -1,6 +1,10 @@ FactoryGirl.define do Faker::Config.locale = 'en-US' + sequence :mobile do |n| + (999_000_0000 + n).to_s + end + factory :user do confirmed_at Time.current email { Faker::Internet.safe_email } ",change to string to avoid rubocop violation or disable cop locally since it's phone number  
"@@ -182,6 +182,8 @@ class NewCppInfo(object): current_values = result.get_init(requires, []) current_values.extend(component.requires) + # We copy the properties from the root object, even if we have components + result._generator_properties = copy.copy(self._generator_properties) # FIXME: What to do about sysroot? else: result = copy.copy(self.components[None]) ","Could this be breaking? I think it shouldn't, the aggregated_components is used only by the new generators, and it makes sense that aggregating the components in a single cppinfo, keeps the root properties. The aggregation cannot be done for the component's properties because they cannot be aggregated but keeping the root one make sense. right?"
"@@ -54,10 +54,12 @@ export function connect() { /** * Closes connection. * + * @param {boolean} requestFeedback - Whether or not to attempt showing a + * request for call feedback. * @returns {Function} */ -export function disconnect() { +export function disconnect(requestFeedback: boolean = false) { // XXX For web based version we use conference hanging up logic from the old // app. - return () => APP.conference.hangup(); + return () => APP.conference.hangup(requestFeedback); } ","This change supports the new hangup button in the new toolbar, which will call this action directly instead of emitting out through APP.UI.emitEvent. On hang up feedback should be requested."
"@@ -26,6 +26,7 @@ class NodeTest(TestRunnerTaskMixin, NodeTask): def prepare(cls, options, round_manager): super().prepare(options, round_manager) round_manager.require_data(NodePaths) + round_manager.require_data(NodePathsLocal) @classmethod def supports_passthru_args(cls): ",A node_test shouldn't depend on a NodePathsLocal because there isn't any inflection points.
"@@ -50,8 +50,8 @@ </span> </div> - <div class=pad *ngFor=let thread of getThreads()> - <h6> + <div id=modalThreadsMetrics class=pad *ngFor=let thread of getThreads()> + <h6 id=modalThreadsMetrics{{ thread.threadId }}> <span class=badge [ngClass]=getBadgeClass(thread.threadState)>{{ thread.threadState }}</span> &nbsp;{{ thread.threadName }} (ID {{ thread.threadId }}) ",Here `id=modalThreadsMetrics` is not best reference for `aria-describedby`. `id=modalThreadsMetrics{{ thread.threadId }}` is unused. Maybe put `{{ thread.threadName }}` into `span` and give it id which includes `{{ thread.threadId }}` and in table use the same id in `aria-describedby` attribute?
"@@ -45,6 +45,7 @@ public final class PlanJsonMapper { mapper.enable(DeserializationFeature.FAIL_ON_NULL_FOR_PRIMITIVES); mapper.enable(DeserializationFeature.FAIL_ON_NULL_CREATOR_PROPERTIES); mapper.enable(DeserializationFeature.FAIL_ON_INVALID_SUBTYPE); + mapper.setSerializationInclusion(Include.NON_EMPTY); return mapper; } } ","This configures Jackson to exclude `null`, `Optional.empty()` and empty collections when serializing."
"@@ -38,9 +38,10 @@ func resourceComputeInstanceGroupManager() *schema.Resource { }, version: &schema.Schema{ - Type: schema.TypeList, - Optional: true, - Computed: true, + Type: schema.TypeList, + Optional: true, + Computed: true, + Deprecated: Use the instance_group_manager resource in the google-beta provider instead. See https://terraform.io/docs/providers/google/provider-versions.html for more details., Elem: &schema.Resource{ Schema: map[string]*schema.Schema{ name: &schema.Schema{ ","What do you think about prefixing these fields with a message that the field is beta? This field is beta, use the instance_group_manager resource... Reading the message as it stands suggests that the resource itself is beta to me."
"@@ -1561,6 +1561,8 @@ void capi_free_key(CAPI_KEY * key) CryptReleaseContext(key->hprov, 0); if (key->pcert) CertFreeCertificateContext(key->pcert); + if (key->id) + OPENSSL_free(key->id); OPENSSL_free(key); } ",NULL check not needed.
"@@ -581,16 +581,13 @@ def plot_alignment(info, trans=None, subject=None, subjects_dir=None, It corresponds to Freesurfer environment variable SUBJECTS_DIR. surfaces : str | list Surfaces to plot. Supported values: - * scalp: one of 'head', 'outer_skin' (alias for 'head'), 'head-dense', or 'seghead' (alias for 'head-dense') * skull: 'outer_skull', 'inner_skull', 'brain' (alias for 'inner_skull') * brain: one of 'pial', 'white', 'inflated', or 'brain' (alias for 'pial'). - Defaults to 'head'. - .. note:: For single layer BEMs it is recommended to use 'brain'. coord_frame : str Coordinate frame to use, 'head', 'meg', or 'mri'. ",@GuillaumeFavelier can you avoid such cosmetic changes? it makes diff longer to read for little gain. thx
"@@ -75,6 +75,9 @@ class CentOSConfigurator(configurator.ApacheConfigurator): # Finish with actual config check to see if systemctl restart helped super(CentOSConfigurator, self).config_test() + def _pick_apache_config(self): + return configurator.find_ssl_apache_conf(centos) + def _prepare_options(self):  Override the options dictionary initialization in order to support ",We should probably fork the CentOS include into two as as well - the newest (CentOS 8) has Apache version 2.4.35 that supports TLS session tickets. We could probably just call the ancestor class with `centos-old` and `centos-current` prefixes.
"@@ -90,6 +90,10 @@ namespace Content.Server.Body.Behavior continue; } + // How much reagent is available to metabolise? + // This needs to be passed to other functions that have metabolism rate information, such that they don't overmetabolise a reagant. + var availableReagent = bloodstream.Solution.Solution.GetReagentQuantity(reagent.ReagentId); + //TODO BODY Check if it's a Toxin. If volume < _toxinTolerance, just remove it. If greater, add damage = volume * _toxinLethality //TODO BODY Check if it has BoozePower > 0. Affect drunkenness, apply damage. Proposed formula (SS13-derived): damage = sqrt(volume) * BoozePower^_alcoholExponent * _alcoholLethality / 10 //TODO BODY Liver failure. ","rather than relying on the metabolism behavior to check that it doesnt 'overmetabolize', shouldnt metabolizable/liver just check how much is returned and clamp it appropriately? i still think that available reagent amount should be passed in for stuff like chemicals that scale their power based off of reagent quantity, but i dont think that this is something that the behaviors should have to worry about handling"
"@@ -55,7 +55,7 @@ MYPYC_OPT_IN = [MYPYC_RUN, MYPYC_RUN_MULTI] # time to run. cmds = { # Self type check - 'self': python_name + ' -m mypy --config-file mypy_self_check.ini -p mypy', + 'self': '' + python_name + ' -m mypy --config-file mypy_self_check.ini -p mypy', # Lint 'lint': 'flake8 -j0', # Fast test cases only (this is the bulk of the test suite) ",this should use `shlex.quote`
"@@ -109,7 +109,7 @@ public class HoodieFlinkStreamer { .transform( bucket_assigner, TypeInformation.of(HoodieRecord.class), - new KeyedProcessOperator<>(new BucketAssignFunction<>(conf))) + new BucketAssignOperator<>(new BucketAssignFunction<>(conf))) .setParallelism(conf.getInteger(FlinkOptions.BUCKET_ASSIGN_TASKS)) .uid(uid_bucket_assigner) // shuffle by fileId(bucket id) ","Nice catch, can we fix the indentation ? And there is another PR same with this, can we close that ?"
"@@ -216,6 +216,17 @@ func BuildStorageFactory(masterConfig configapi.MasterConfig, server *kapiserver // keep Deployments in extensions for backwards compatibility, we'll have to migrate at some point, eventually storageFactory.AddCohabitatingResources(extensions.Resource(deployments), apps.Resource(deployments)) + if server.Etcd.EncryptionProviderConfigFilepath !=  { + glog.V(4).Infof(Reading encryption configuration from %q, server.Etcd.EncryptionProviderConfigFilepath) + transformerOverrides, err := encryptionconfig.GetTransformerOverrides(server.Etcd.EncryptionProviderConfigFilepath) + if err != nil { + return nil, err + } + for groupResource, transformer := range transformerOverrides { + storageFactory.SetTransformer(groupResource, transformer) + } + } + return storageFactory, nil } ",This log line was added by me. I think it won't hurt but it simplifies a debugging process.
"@@ -61,6 +61,10 @@ const ( WorkspaceFile = workspace.json // CachedVersionFile is the name of the file we use to store when we last checked if the CLI was out of date CachedVersionFile = .cachedVersionInfo + + // PulumiBookkeepingLocationEnvVar is a path to the folder where '.pulumi' folder is stored. + // The path should not include '.pulumi' itself. It defaults to the user's home dir if not specified. + PulumiBookkeepingLocationEnvVar = PULUMI_BOOKKEEPING_LOCATION ) // DetectProjectPath locates the closest project from the current working directory, or an error if not found. ",The name bookkeeping feels a bit unusual here for a public facing thing. Should it be `PULUMI_HOME_DIR`? or `PULUMI_HOME`?
"@@ -4,6 +4,6 @@ class WorkMailer < ActionMailer::Base def untouched_works_notification(work_ids) @works = Work.where(id: work_ids) - mail(to: 'anannict@gmail.com', subject: '【Annict::Marie】未更新の作品を更新して下さい') + mail(to: 'anannict@gmail.com', subject: '【Annict DB】未更新の作品を更新して下さい') end end ",Prefer double-quoted strings unless you need single quotes to avoid extra backslashes for escaping.
"@@ -22,7 +22,7 @@ You may occasionally receive notifications about optional moderation actions; please <a href=<%= app_url(user_settings_path(:notifications)) %>>unsubscribe</a> if you do not want to receive these updates. </p> <p> - If you have any questions or feedback for us, please write to <%= SiteConfig.email_addresses[:default] %> and share your thoughts. + If you have any questions or feedback for us, please write to <%= email_link %> and share your thoughts. </p> <p> ",replaced with `email_link` because this is a HTML template
"@@ -29,8 +29,9 @@ const ( Ubuntu1804 Distro = ubuntu-18.04 RHEL Distro = rhel CoreOS Distro = coreos - AKS Distro = aks - AKSDockerEngine Distro = aks-docker-engine // deprecated docker-engine distro + AKS Distro = aks // deprecated AKS 16.04 distro. Equivalent to aks-16.04. + AKSDockerEngine Distro = aks-docker-engine // deprecated docker-engine distro. + AKS1604 Distro = aks-16.04 AKS1804 Distro = aks-18.04 ACC1604 Distro = acc-16.04 ) ","Rather than deprecating this, we could just call it a mutable reference. So at some point aks is redirected from 16.04 to 18.04"
"@@ -529,9 +529,11 @@ class Optimizer(object): if not param.trainable: continue if param._ivar._grad_ivar() is not None: + Type = param._ivar._grad_ivar().type # create gradient variable grad_var = Variable( block=loss.block, + type=Type, name=param._ivar._grad_name(), stop_gradient=True, ivar=param._ivar._grad_ivar()) ",use lower case? `Type` -> `type`
"@@ -92,6 +92,17 @@ static const OPENSSL_CTX_METHOD rand_crng_ossl_ctx_method = { rand_crng_ossl_ctx_free, }; +static int prov_crngt_compare_previous(const unsigned char *prev, + const unsigned char *cur, + size_t sz) +{ + const int res = memcmp(prev, cur, sz) != 0; + + if (!res) + ossl_set_error_state(); + return res; +} + size_t prov_crngt_get_entropy(PROV_DRBG *drbg, unsigned char **pout, int entropy, size_t min_len, size_t max_len, ",Should this be configurable? i.e on by default but able to be turned off.. Should it be able to be disabled at compile time? I had to do similar things for #12745
"@@ -63,9 +63,7 @@ public class TestMultiFS extends HoodieClientTestHarness { @AfterEach public void tearDown() throws Exception { - cleanupSparkContexts(); - cleanupDFS(); - cleanupTestDataGenerator(); + cleanupResources(); } protected HoodieWriteConfig getHoodieWriteConfig(String basePath) { ",@garyli1019 : Is this one of the places where we are missing the cleanup of resources ?
"@@ -1693,8 +1693,15 @@ def compile_to_numba_ir(mk_func, glbls, typingctx=None, targetctx=None, # perform type inference if typingctx is available and update type # data structures typemap and calltypes if typingctx: - f_typemap, f_return_type, f_calltypes, _ = typed_passes.type_inference_stage( - typingctx, targetctx, f_ir, arg_typs, None) + f_typemap, f_return_type, f_calltypes, _ = ( + typed_passes.type_inference_stage( + typingctx, + targetctx, + f_ir, + arg_typs, + None, + ) + ) # remove argument entries like arg.a from typemap arg_names = [vname for vname in f_typemap if vname.startswith(arg.)] for a in arg_names: ",Maybe create a temporary for the outputs and subsequently unpack? The braces around the function call seems strange.
"@@ -660,8 +660,16 @@ public abstract class HoodieTable<T extends HoodieRecordPayload, I, K, O> implem public HoodieTableMetadata metadata() { if (metadata == null) { - metadata = HoodieTableMetadata.create(hadoopConfiguration.get(), config.getBasePath(), config.getSpillableMapBasePath(), - config.useFileListingMetadata(), config.getFileListingMetadataVerify(), config.isMetricsOn(), config.shouldAssumeDatePartitioning()); + HoodieEngineContext engineContext = context; + if (engineContext == null) { + // This is to handle scenarios where this is called at the executor tasks which do not have access + // to engine context, and it ends up being null (as its not serializable and marked transient here). + engineContext = new HoodieLocalEngineContext(hadoopConfiguration.get()); + } + + metadata = HoodieTableMetadata.create(engineContext, config.getBasePath(), config.getSpillableMapBasePath(), + config.useFileListingMetadata(), config.getFileListingMetadataVerify(), config.isMetricsOn(), + config.shouldAssumeDatePartitioning()); } return metadata; } ",a more elegant way to do this would be through a `getEngineContext()` method that reinits lazily
"@@ -168,7 +168,7 @@ func (korm ORM) CreateEthTransactionForUpkeep(sqlDB *sql.DB, upkeep UpkeepRegist if etx.ID == 0 { return etx, errors.New(a keeper eth_tx with insufficient eth is present, not creating a new eth_tx) } - err = korm.DB.First(&etx).Error + err = tx.First(&etx).Error if err != nil { return etx, errors.Wrap(err, keeper find eth_tx after inserting) } ",This sort of mistake might be best avoided by encapsulating this logic in one place
"@@ -104,7 +104,7 @@ const readCache = new Map(); * * @param {string} path * @param {string=} optionsHash - * @return {{contents: string, hash: string}} + * @return {Promise<{contents: string, hash: string}>} */ function batchedRead(path, optionsHash) { let read = readCache.get(path); ",This type had been incorrect
"@@ -78,7 +78,7 @@ <%= hidden_field_tag :my_module_id, @my_module.id %> <%= f.hidden_field :project_id, :value => @my_module.experiment.project.id %> <%= f.hidden_field :name, :value => t(tags.create.new_name) %> - <%= f.hidden_field :color, :value => TAG_COLORS[0] %> + <%= f.hidden_field :color, :value => <%= Constants::TAG_COLORS[0] %> %> <%= f.button class: btn btn-primary do %> <span class=glyphicon glyphicon-tag></span> <span class=hidden-xs><%=t experiments.canvas.modal_manage_tags.create_new %></span> ",here!!!! change to value: Constants::TAG_COLORS[0]
"@@ -2016,7 +2016,9 @@ void WalletImpl::doRefresh() } } catch (const std::exception &e) { setStatusError(e.what()); - } + break; + }while(!rescan && (rescan=m_refreshShouldRescan.exchange(false))); // repeat if not rescanned and rescan was requested + if (m_wallet2Callback->getListener()) { m_wallet2Callback->getListener()->refreshed(); } ",added: stop loop on exception
"@@ -77,6 +77,8 @@ func (s *Secret) Validate() error { case service_now: errors = requiredField(kvMap[username], requiredServiceNowUsernameError, errors) errors = requiredField(kvMap[password], requiredServiceNowPasswordError, errors) + case chef-server: + errors = requiredField(kvMap[key], requiredChefServerOrganizationKeyError, errors) } // Eventually I'd like to switch our error handling to be handle an aggregation of errors ","- As discussed have added type `chef-server` but it subject to change. - At present, it's required to add validation for admin `key` only."
