code,review,top_1,top_2,top_3,top_4,top_5,top_6,top_7,top_8,top_9,top_10
"@@ -50,8 +50,8 @@ </span> </div> - <div class=pad *ngFor=let thread of getThreads()> - <h6> + <div id=modalThreadsMetrics class=pad *ngFor=let thread of getThreads()> + <h6 id=modalThreadsMetrics{{ thread.threadId }}> <span class=badge [ngClass]=getBadgeClass(thread.threadState)>{{ thread.threadState }}</span> &nbsp;{{ thread.threadName }} (ID {{ thread.threadId }}) ",Here `id=modalThreadsMetrics` is not best reference for `aria-describedby`. `id=modalThreadsMetrics{{ thread.threadId }}` is unused. Maybe put `{{ thread.threadName }}` into `span` and give it id which includes `{{ thread.threadId }}` and in table use the same id in `aria-describedby` attribute?,Should it be really a `submit` button and not just a `button` (was already before the case)?,"Do we actually need the `# type: ignore` here? We don't have it in other places. Also, there is no listed return type for the method - maybe that's the reason there was a type failure?",Metrics/LineLength: Line is too long. [122/120],Please put the `Trim` inside `FoldToASCII`,here!!!! change to value: Constants::TAG_COLORS[0],why do you do this?,"since we know that the notes are going to be iterated upon in the following line, we can preload them, to avoid a second `SELECT count` that would instead happen with `.each`",Remove the entire condition.,"Unless there is a really good reason for this, I'd prefer using the condition : `!app.serviceDiscoveryType || app.applicationType === 'uaa'` -> so it will be specific to UAA and will not impact the other option as the other options works well with Kubernetes",I would change this date to the actual date this will hit production.
"@@ -45,6 +45,7 @@ public final class PlanJsonMapper { mapper.enable(DeserializationFeature.FAIL_ON_NULL_FOR_PRIMITIVES); mapper.enable(DeserializationFeature.FAIL_ON_NULL_CREATOR_PROPERTIES); mapper.enable(DeserializationFeature.FAIL_ON_INVALID_SUBTYPE); + mapper.setSerializationInclusion(Include.NON_EMPTY); return mapper; } } ","This configures Jackson to exclude `null`, `Optional.empty()` and empty collections when serializing.",Not to be confused with `hudson.util.FormValidation.Kind`.,Do you really need to mkdirs() here? I would think you just need `project.prepare()` which will make that target folder if necessary. Can you try that instead?,"This will be created regardless of migration actually happening, can we `new` only in `SettingsMigrationEventArgs.EventStatusType.Begin`?","Note that `GetPropertyName` is marked with `AggressiveInline` but `LookupProperty` is not (it used to be, but there became 4 references to it over time causing code bloat).","I would suggest to use pipelineCreationAllowed as the internal state name, it makes the code easier to read out as I I see. I know this is a regular getter and and setter pair, but... In the tests, the set method is always called with true as the parameter, so I suggest to call this method simply allowPipelineCreation() without a parameter, the getter part of the pair in this case can be called as isPipelineCreationAllowed(). This suggestion is simply about expressions from the usage point of view, and I don't have a strong opinion on this, however if we want to keep this name and want to name it as a regular getter setter as it is suggested by the books then we should use isAllowPipelineCreation as the getter name.",Can we rename `AVRO_SCHEMA_FULL_NAME` to `DEFAULT_AVRO_SCHEMA_FULL_NAME` please?,Can you describe this change?,assign the guid to the annotation GUID on deserialize.,"`#warn` won't give us the call stack, this has to be an `#error`.",Is this required on every element? I'd rather trigger this only if we set / remove a hold.
"@@ -38,9 +38,10 @@ func resourceComputeInstanceGroupManager() *schema.Resource { }, version: &schema.Schema{ - Type: schema.TypeList, - Optional: true, - Computed: true, + Type: schema.TypeList, + Optional: true, + Computed: true, + Deprecated: Use the instance_group_manager resource in the google-beta provider instead. See https://terraform.io/docs/providers/google/provider-versions.html for more details., Elem: &schema.Resource{ Schema: map[string]*schema.Schema{ name: &schema.Schema{ ","What do you think about prefixing these fields with a message that the field is beta? This field is beta, use the instance_group_manager resource... Reading the message as it stands suggests that the resource itself is beta to me.",@danawillow what was the plan with `address` and `network_ip`?,"I see, the provider-level region skips the field validation. May be add a mention about this here?","@rhatdan question, does the first docker here need to be capped?",pre-existing bug. We should split this function into `maybeStale` and `active` like in user_ek -- the `getServerMaxDeviceEK` is busted if the latest key is stale.,not needed because it's not a pointer on a slice.,All or most of this deletion was related to generating the per-language API doc link for each object type.,"@CecileRobertMichon do you have any thoughts on doing this override here? Is this preferable to the pattern we have currently, where we pass along upgrade context through the code flow and do upgrade-specific mutations during defaults enforcement?",Shouldn't we be returning the error if there is an error here? I noticed you have a todo below to find out why the statement below is running when there is an error.,nit: `firehoseLogHandler` vs. `firehoseMiddleware` looks like a naming inconsistency? (`log` is not used anywhere else).,Why do we also need this if we have a runtime override? Can't we just used that?
"@@ -1561,6 +1561,8 @@ void capi_free_key(CAPI_KEY * key) CryptReleaseContext(key->hprov, 0); if (key->pcert) CertFreeCertificateContext(key->pcert); + if (key->id) + OPENSSL_free(key->id); OPENSSL_free(key); } ",NULL check not needed.,Same here regarding line 614,This assumes that nodename has a null byte at _UTSNAME_LENGTH - 1. It should be followed with buf->nodename[_UTSNAME_LENGTH - 1] = '\0'; to be safe.,I'd be nice to indent this line.,"wow, we must have other not compiled code hidden by conditional compilation.",This will be removed.,Can you describe this change?,Whats going on here? `((X * Y)/Z) * Z` = `X * Y` is it not?,The NULL check isn't necesary.,This should probably just create a mask and do a single comparison rather than loop over individual bits.,Not to be confused with `hudson.util.FormValidation.Kind`.
"@@ -581,16 +581,13 @@ def plot_alignment(info, trans=None, subject=None, subjects_dir=None, It corresponds to Freesurfer environment variable SUBJECTS_DIR. surfaces : str | list Surfaces to plot. Supported values: - * scalp: one of 'head', 'outer_skin' (alias for 'head'), 'head-dense', or 'seghead' (alias for 'head-dense') * skull: 'outer_skull', 'inner_skull', 'brain' (alias for 'inner_skull') * brain: one of 'pial', 'white', 'inflated', or 'brain' (alias for 'pial'). - Defaults to 'head'. - .. note:: For single layer BEMs it is recommended to use 'brain'. coord_frame : str Coordinate frame to use, 'head', 'meg', or 'mri'. ",@GuillaumeFavelier can you avoid such cosmetic changes? it makes diff longer to read for little gain. thx,Maybe create a temporary for the outputs and subsequently unpack? The braces around the function call seems strange.,we never use np.testing outside of tests. Also shape are tuples so == works fine.,"A problem with inserting new arguments is that it breaks backwards compatibility in cases where people call the function with non keyword arguments (`read_raw_kit(input_fname, mrk, elp, ...)`). Before making this change we should be sure that nobody is using this function in their scripts that way. Otherwise the safer alternative is to add new arguments at the end.",You missed a space. Also you can use `f'strings'` if you want!,maybe add a link to the FAQ section.,just to check would: sum([_unpack_epochs(epoch) for epoch in epochs]) work too?,This will throw a warning since the `exclude` parameter is not set. Might be saner to do `exclude='bads'` then omit from the next line.,This should really be a defined constant.,"Here it seems to me that it should be the other way around. If the `state` is `UNKNOWN` then it should be added to `unknown_nodes` and if `REACHABLE` to `online_nodes`, right?","why `+0.8`? shouldn't it always be lower? i.e., `np.abs(stc_normal.data) <= stc.data` should hold"
"@@ -75,6 +75,9 @@ class CentOSConfigurator(configurator.ApacheConfigurator): # Finish with actual config check to see if systemctl restart helped super(CentOSConfigurator, self).config_test() + def _pick_apache_config(self): + return configurator.find_ssl_apache_conf(centos) + def _prepare_options(self):  Override the options dictionary initialization in order to support ",We should probably fork the CentOS include into two as as well - the newest (CentOS 8) has Apache version 2.4.35 that supports TLS session tickets. We could probably just call the ancestor class with `centos-old` and `centos-current` prefixes.,"For the record: this is a bit ugly, but it will turn into a cleaner and more proper `fs.get_file` when migrating dvcfs to fsspec.","A problem with inserting new arguments is that it breaks backwards compatibility in cases where people call the function with non keyword arguments (`read_raw_kit(input_fname, mrk, elp, ...)`). Before making this change we should be sure that nobody is using this function in their scripts that way. Otherwise the safer alternative is to add new arguments at the end.","Create a new `PipelineHelper` to do compile, which could inherited from `CollectiveHelper`. As `PipelineHelper` is specific for pipeline, it could be put into corresponding meta optimizer.","Could this be breaking? I think it shouldn't, the aggregated_components is used only by the new generators, and it makes sense that aggregating the components in a single cppinfo, keeps the root properties. The aggregation cannot be done for the component's properties because they cannot be aggregated but keeping the root one make sense. right?",use lower case? `Type` -> `type`,  Interesting! I didn't know anything about this before. So this allows us to refresh an access token without the user needing to be present and authorize the refresh?,"Do we actually need the `# type: ignore` here? We don't have it in other places. Also, there is no listed return type for the method - maybe that's the reason there was a type failure?",Better to call this `paths_from_buildroot_iter()` (and below). `relative` is a vague term.,"Here it seems to me that it should be the other way around. If the `state` is `UNKNOWN` then it should be added to `unknown_nodes` and if `REACHABLE` to `online_nodes`, right?",I'm not sure I like the name of this key here...
"@@ -90,6 +90,10 @@ namespace Content.Server.Body.Behavior continue; } + // How much reagent is available to metabolise? + // This needs to be passed to other functions that have metabolism rate information, such that they don't overmetabolise a reagant. + var availableReagent = bloodstream.Solution.Solution.GetReagentQuantity(reagent.ReagentId); + //TODO BODY Check if it's a Toxin. If volume < _toxinTolerance, just remove it. If greater, add damage = volume * _toxinLethality //TODO BODY Check if it has BoozePower > 0. Affect drunkenness, apply damage. Proposed formula (SS13-derived): damage = sqrt(volume) * BoozePower^_alcoholExponent * _alcoholLethality / 10 //TODO BODY Liver failure. ","rather than relying on the metabolism behavior to check that it doesnt 'overmetabolize', shouldnt metabolizable/liver just check how much is returned and clamp it appropriately? i still think that available reagent amount should be passed in for stuff like chemicals that scale their power based off of reagent quantity, but i dont think that this is something that the behaviors should have to worry about handling",Did something change with Lucene's support for wildcards? What's the behavior if you search with a wildcard at the beginning of your search?,What is unsafe about the two methods below? Can these suppressions (and thus the RUC on the ctor) be removed on this class?,seems this loop is a good canditate to be replaced with a for loop,"What type is `NumberHandling`? Isn't it an enum value, how can it be null?",do you need to make change to ByteCodeGenerator::InitBlockScopedNonTemps ? #Resolved,Standards: Please add braces to this `else`.,The name bookkeeping feels a bit unusual here for a public facing thing. Should it be `PULUMI_HOME_DIR`? or `PULUMI_HOME`?,"Why this change should be a part of this PR? cardinality < 0 probably means that completely different approach should be taken to compute topN, setting just to `Integer.MAX_VALUE` may result in a lot of excessive work and allocations in `run()` method.",nit: rename `eventMsg` to `actualMsg`,I assume you're checking with XNA and these are cases where we missed having it serializable? Can you add `[DataContract]` to these as well if that is the case?
"@@ -55,7 +55,7 @@ MYPYC_OPT_IN = [MYPYC_RUN, MYPYC_RUN_MULTI] # time to run. cmds = { # Self type check - 'self': python_name + ' -m mypy --config-file mypy_self_check.ini -p mypy', + 'self': '' + python_name + ' -m mypy --config-file mypy_self_check.ini -p mypy', # Lint 'lint': 'flake8 -j0', # Fast test cases only (this is the bulk of the test suite) ",this should use `shlex.quote`,"common-min.js is is a generated file. It shouldn't be included here. In fact, it's generated from this list of files, so I'm surprised that this helps.",Renaming this variable `arch` and flipping the values/logic in the surrounding code would make this a bit less confusing. Double negatives FTL where avoidable,@mjkkirschner is this an API break too?,Do you really need to mkdirs() here? I would think you just need `project.prepare()` which will make that target folder if necessary. Can you try that instead?,  Interesting! I didn't know anything about this before. So this allows us to refresh an access token without the user needing to be present and authorize the refresh?,@mdorier can you condition this on whether `self.run_tests` is `True`? by default it will be off. Otherwise I think the result may be unexpected given the python test dependency.,A bit exaggerated. Maybe remove the 'very'.,We should probably fork the CentOS include into two as as well - the newest (CentOS 8) has Apache version 2.4.35 that supports TLS session tickets. We could probably just call the ancestor class with `centos-old` and `centos-current` prefixes.,"The name should be `register_layer`, it's more meaningful.",Is this the group we wanted enabled by default?
"@@ -109,7 +109,7 @@ public class HoodieFlinkStreamer { .transform( bucket_assigner, TypeInformation.of(HoodieRecord.class), - new KeyedProcessOperator<>(new BucketAssignFunction<>(conf))) + new BucketAssignOperator<>(new BucketAssignFunction<>(conf))) .setParallelism(conf.getInteger(FlinkOptions.BUCKET_ASSIGN_TASKS)) .uid(uid_bucket_assigner) // shuffle by fileId(bucket id) ","Nice catch, can we fix the indentation ? And there is another PR same with this, can we close that ?",why is this required? the cache already contains the subject (via `Cache.withSubject()`),Can we rename `AVRO_SCHEMA_FULL_NAME` to `DEFAULT_AVRO_SCHEMA_FULL_NAME` please?,Remove the cast,@mjkkirschner is this an API break too?,"should `ServerSpanNaming.get()` context customizer be added here? I notice it's missing in some cases and included in others, but not clear to me why",`var typesToSubscribe = messageTypesHandled.Where(eventType => !requireExplicitRouting || publishers.GetPublisherFor(eventType).Any()).ToList();` this part needs to be changed.,Wouldn't be better to have here `.first()`? I don't see any try/catch here,"You can remove these too. Below do: `var northEast = projection.project(cart, viewExtentCVNorthEast);` and remove `position`. Same thing for `southWest`.",Are we sure that this will not return any forbidden characters for the path file?,This should really be a defined constant.
"@@ -216,6 +216,17 @@ func BuildStorageFactory(masterConfig configapi.MasterConfig, server *kapiserver // keep Deployments in extensions for backwards compatibility, we'll have to migrate at some point, eventually storageFactory.AddCohabitatingResources(extensions.Resource(deployments), apps.Resource(deployments)) + if server.Etcd.EncryptionProviderConfigFilepath !=  { + glog.V(4).Infof(Reading encryption configuration from %q, server.Etcd.EncryptionProviderConfigFilepath) + transformerOverrides, err := encryptionconfig.GetTransformerOverrides(server.Etcd.EncryptionProviderConfigFilepath) + if err != nil { + return nil, err + } + for groupResource, transformer := range transformerOverrides { + storageFactory.SetTransformer(groupResource, transformer) + } + } + return storageFactory, nil } ",This log line was added by me. I think it won't hurt but it simplifies a debugging process.,"There's only one set of `mapByResourceAndAction` and `methodsInfo`, so they're no longer passed in, but retrieved in the introspection code.","@CecileRobertMichon do you have any thoughts on doing this override here? Is this preferable to the pattern we have currently, where we pass along upgrade context through the code flow and do upgrade-specific mutations during defaults enforcement?",nit: `firehoseLogHandler` vs. `firehoseMiddleware` looks like a naming inconsistency? (`log` is not used anywhere else).,"I see, the provider-level region skips the field validation. May be add a mention about this here?",why doesn't this try calling t.getAdminPermission()?,I think a better place for this would be inside of `broadcaster#Start()`,I'm not in love with instantiating `challengeTLSProvider` & `challengeHTTPProvider` here.,What the heck is a LUT?  ,not needed because it's not a pointer on a slice.,Shouldn't we be returning the error if there is an error here? I noticed you have a todo below to find out why the statement below is running when there is an error.
"@@ -61,6 +61,10 @@ const ( WorkspaceFile = workspace.json // CachedVersionFile is the name of the file we use to store when we last checked if the CLI was out of date CachedVersionFile = .cachedVersionInfo + + // PulumiBookkeepingLocationEnvVar is a path to the folder where '.pulumi' folder is stored. + // The path should not include '.pulumi' itself. It defaults to the user's home dir if not specified. + PulumiBookkeepingLocationEnvVar = PULUMI_BOOKKEEPING_LOCATION ) // DetectProjectPath locates the closest project from the current working directory, or an error if not found. ",The name bookkeeping feels a bit unusual here for a public facing thing. Should it be `PULUMI_HOME_DIR`? or `PULUMI_HOME`?,do you need to make change to ByteCodeGenerator::InitBlockScopedNonTemps ? #Resolved,Did something change with Lucene's support for wildcards? What's the behavior if you search with a wildcard at the beginning of your search?,"What type is `NumberHandling`? Isn't it an enum value, how can it be null?",a more elegant way to do this would be through a `getEngineContext()` method that reinits lazily,I assume you're checking with XNA and these are cases where we missed having it serializable? Can you add `[DataContract]` to these as well if that is the case?,"rather than relying on the metabolism behavior to check that it doesnt 'overmetabolize', shouldnt metabolizable/liver just check how much is returned and clamp it appropriately? i still think that available reagent amount should be passed in for stuff like chemicals that scale their power based off of reagent quantity, but i dont think that this is something that the behaviors should have to worry about handling",When implementing my own debug mode VS suggested; internal bool ExperimentalSearch { get; set; } = false;,and this one?,"This change supports the new hangup button in the new toolbar, which will call this action directly instead of emitting out through APP.UI.emitEvent. On hang up feedback should be requested.",I would keep the `@return null|array` for other tooling than phpstan
"@@ -4,6 +4,6 @@ class WorkMailer < ActionMailer::Base def untouched_works_notification(work_ids) @works = Work.where(id: work_ids) - mail(to: 'anannict@gmail.com', subject: '【Annict::Marie】未更新の作品を更新して下さい') + mail(to: 'anannict@gmail.com', subject: '【Annict DB】未更新の作品を更新して下さい') end end ",Prefer double-quoted strings unless you need single quotes to avoid extra backslashes for escaping.,Metrics/LineLength: Line is too long. [122/120],why do you do this?,Is this named correctly?,I think this can be done via `get_language_info` `i18n` templatetag,This is not needed anymore.,"so one thing to note is that avialble_hex should return an array of edges, what you have now is a boolean which is hacky and sort of works, but is not consistent with how this method is used elsewhere","Again, Poltergeist didn't catch the fact that this field has a regex pattern requirement.",I would change this date to the actual date this will hit production.,"we call cities + towns . size a lot, maybe make a helper method on tiles","Here the same, I would make separate methods `check_leave_team_permission` and `check_manage_user_team_permission`."
"@@ -22,7 +22,7 @@ You may occasionally receive notifications about optional moderation actions; please <a href=<%= app_url(user_settings_path(:notifications)) %>>unsubscribe</a> if you do not want to receive these updates. </p> <p> - If you have any questions or feedback for us, please write to <%= SiteConfig.email_addresses[:default] %> and share your thoughts. + If you have any questions or feedback for us, please write to <%= email_link %> and share your thoughts. </p> <p> ",replaced with `email_link` because this is a HTML template,Reloading the page won't always prompt for login.,  Interesting! I didn't know anything about this before. So this allows us to refresh an access token without the user needing to be present and authorize the refresh?,"Do you check path representation, when you print it? If I not mistaken, it will be printed like PosixPath('path')","Again, Poltergeist didn't catch the fact that this field has a regex pattern requirement.","Let's throw a generic ``ConanException``. New exceptions will be introduced from now on, only if it is going to be captured and processed somewhere else. Let's keep it simple.",Where are the descriptions?  ,and this one?,"I don't know why we used to render `Reminder: You used`, but I took the liberty of lowercasing it because...grammar.",Prefer double-quoted strings unless you need single quotes to avoid extra backslashes for escaping.,~~What's a repo import?~~ Got it.
"@@ -29,8 +29,9 @@ const ( Ubuntu1804 Distro = ubuntu-18.04 RHEL Distro = rhel CoreOS Distro = coreos - AKS Distro = aks - AKSDockerEngine Distro = aks-docker-engine // deprecated docker-engine distro + AKS Distro = aks // deprecated AKS 16.04 distro. Equivalent to aks-16.04. + AKSDockerEngine Distro = aks-docker-engine // deprecated docker-engine distro. + AKS1604 Distro = aks-16.04 AKS1804 Distro = aks-18.04 ACC1604 Distro = acc-16.04 ) ","Rather than deprecating this, we could just call it a mutable reference. So at some point aks is redirected from 16.04 to 18.04","common-min.js is is a generated file. It shouldn't be included here. In fact, it's generated from this list of files, so I'm surprised that this helps.",You'll need another blank line after this to get the flake8 and isort checks to pass.,@mjkkirschner is this an API break too?,"There are methods in IUIContext, no?","This is only true for `hf_version >= HF_VERSION_2021_SCALING`, otherwise it is `min(Mb, 1.4*Ml)`.",I think we should rename _module to _service ...,"The name should be `register_layer`, it's more meaningful.",this should use `shlex.quote`,"Can you undo this change, the `setup.py` contains: `python_requires=>=3.6,<4`",Please change file name to `touch-handler`.
"@@ -529,9 +529,11 @@ class Optimizer(object): if not param.trainable: continue if param._ivar._grad_ivar() is not None: + Type = param._ivar._grad_ivar().type # create gradient variable grad_var = Variable( block=loss.block, + type=Type, name=param._ivar._grad_name(), stop_gradient=True, ivar=param._ivar._grad_ivar()) ",use lower case? `Type` -> `type`,"For the record: this is a bit ugly, but it will turn into a cleaner and more proper `fs.get_file` when migrating dvcfs to fsspec.","Here it seems to me that it should be the other way around. If the `state` is `UNKNOWN` then it should be added to `unknown_nodes` and if `REACHABLE` to `online_nodes`, right?","Create a new `PipelineHelper` to do compile, which could inherited from `CollectiveHelper`. As `PipelineHelper` is specific for pipeline, it could be put into corresponding meta optimizer.","Do we actually need the `# type: ignore` here? We don't have it in other places. Also, there is no listed return type for the method - maybe that's the reason there was a type failure?",Wouldn't be better to have here `.first()`? I don't see any try/catch here,I'm not sure I like the name of this key here...,I would consider deprecating this method to avoid having 2 (inconsistant) ways of computing the rank from raw data.,"A problem with inserting new arguments is that it breaks backwards compatibility in cases where people call the function with non keyword arguments (`read_raw_kit(input_fname, mrk, elp, ...)`). Before making this change we should be sure that nobody is using this function in their scripts that way. Otherwise the safer alternative is to add new arguments at the end.",Why no type annotations here?,"`#warn` won't give us the call stack, this has to be an `#error`."
"@@ -92,6 +92,17 @@ static const OPENSSL_CTX_METHOD rand_crng_ossl_ctx_method = { rand_crng_ossl_ctx_free, }; +static int prov_crngt_compare_previous(const unsigned char *prev, + const unsigned char *cur, + size_t sz) +{ + const int res = memcmp(prev, cur, sz) != 0; + + if (!res) + ossl_set_error_state(); + return res; +} + size_t prov_crngt_get_entropy(PROV_DRBG *drbg, unsigned char **pout, int entropy, size_t min_len, size_t max_len, ",Should this be configurable? i.e on by default but able to be turned off.. Should it be able to be disabled at compile time? I had to do similar things for #12745,This should probably just create a mask and do a single comparison rather than loop over individual bits.,"This is very dodgy. One alias to the HMAC signature algorithm and the test may randomly go **BAMF**, because you might end up with, oh I don't know, id-Hmac. This is a case where the application has more accurate knowledge than libcrypto, as it really has *all* the data it needs to know exactly what names it's asking for. It's quite a simple program after all...",mismerge? this seems to be duplicate.,I'd be nice to indent this line.,Whats going on here? `((X * Y)/Z) * Z` = `X * Y` is it not?,SHA1 is non FIPS_MODE here but in FIPS_MODE in rsa_aid.c. Why?,"sizeof() is number of bytes in memory, not number of characters in the string string += int is appending the character value of the integer","This is only true for `hf_version >= HF_VERSION_2021_SCALING`, otherwise it is `min(Mb, 1.4*Ml)`.",This matches the pattern from the recent change to lib/Runtime/Library/BoundFunction.cpp,"wow, we must have other not compiled code hidden by conditional compilation."
"@@ -63,9 +63,7 @@ public class TestMultiFS extends HoodieClientTestHarness { @AfterEach public void tearDown() throws Exception { - cleanupSparkContexts(); - cleanupDFS(); - cleanupTestDataGenerator(); + cleanupResources(); } protected HoodieWriteConfig getHoodieWriteConfig(String basePath) { ",@garyli1019 : Is this one of the places where we are missing the cleanup of resources ?,The `TopTags` at the beginning of the file is now unused and can be removed as well.,We cannot know what the WHERE clause is for stream pull queries since it's not analyzed by the logical plan,Please don't include general cleanup in otherwise unrelated files in your PR.,"Term `noteIndex` is little bit confusing for me. Since you are working on naming, how about changing it into `noteSearchService`?",This must be renamed as soon as LibraryUI introduces class with identical name `SearchCategory`.,"This will be created regardless of migration actually happening, can we `new` only in `SettingsMigrationEventArgs.EventStatusType.Begin`?","we should avoid manual edits to the generated files, right?","this should also be done for other properties (conflicts, provides and replaces are also package links)","Perhaps instead of adding a new call for is_thrift, this could move to a different pattern. Maybe it could look for the class instead via isinstance. It looks like the deprecation plan for the associated `is_*` methods involved types via marker mixins.","Here we import with alphabetical order, so please put this line after CallTransformer"
"@@ -1693,8 +1693,15 @@ def compile_to_numba_ir(mk_func, glbls, typingctx=None, targetctx=None, # perform type inference if typingctx is available and update type # data structures typemap and calltypes if typingctx: - f_typemap, f_return_type, f_calltypes, _ = typed_passes.type_inference_stage( - typingctx, targetctx, f_ir, arg_typs, None) + f_typemap, f_return_type, f_calltypes, _ = ( + typed_passes.type_inference_stage( + typingctx, + targetctx, + f_ir, + arg_typs, + None, + ) + ) # remove argument entries like arg.a from typemap arg_names = [vname for vname in f_typemap if vname.startswith(arg.)] for a in arg_names: ",Maybe create a temporary for the outputs and subsequently unpack? The braces around the function call seems strange.,we never use np.testing outside of tests. Also shape are tuples so == works fine.,I'll update docs to match this.,Why no type annotations here?,just to check would: sum([_unpack_epochs(epoch) for epoch in epochs]) work too?,@GuillaumeFavelier can you avoid such cosmetic changes? it makes diff longer to read for little gain. thx,You missed a space. Also you can use `f'strings'` if you want!,"A problem with inserting new arguments is that it breaks backwards compatibility in cases where people call the function with non keyword arguments (`read_raw_kit(input_fname, mrk, elp, ...)`). Before making this change we should be sure that nobody is using this function in their scripts that way. Otherwise the safer alternative is to add new arguments at the end.","why `+0.8`? shouldn't it always be lower? i.e., `np.abs(stc_normal.data) <= stc.data` should hold",This should really be a defined constant.,"I don't see how this branch can ever be entered - when this condition is true, the condition of the branch above will be true, and this won't get entered."
"@@ -660,8 +660,16 @@ public abstract class HoodieTable<T extends HoodieRecordPayload, I, K, O> implem public HoodieTableMetadata metadata() { if (metadata == null) { - metadata = HoodieTableMetadata.create(hadoopConfiguration.get(), config.getBasePath(), config.getSpillableMapBasePath(), - config.useFileListingMetadata(), config.getFileListingMetadataVerify(), config.isMetricsOn(), config.shouldAssumeDatePartitioning()); + HoodieEngineContext engineContext = context; + if (engineContext == null) { + // This is to handle scenarios where this is called at the executor tasks which do not have access + // to engine context, and it ends up being null (as its not serializable and marked transient here). + engineContext = new HoodieLocalEngineContext(hadoopConfiguration.get()); + } + + metadata = HoodieTableMetadata.create(engineContext, config.getBasePath(), config.getSpillableMapBasePath(), + config.useFileListingMetadata(), config.getFileListingMetadataVerify(), config.isMetricsOn(), + config.shouldAssumeDatePartitioning()); } return metadata; } ",a more elegant way to do this would be through a `getEngineContext()` method that reinits lazily,"I would suggest to use pipelineCreationAllowed as the internal state name, it makes the code easier to read out as I I see. I know this is a regular getter and and setter pair, but... In the tests, the set method is always called with true as the parameter, so I suggest to call this method simply allowPipelineCreation() without a parameter, the getter part of the pair in this case can be called as isPipelineCreationAllowed(). This suggestion is simply about expressions from the usage point of view, and I don't have a strong opinion on this, however if we want to keep this name and want to name it as a regular getter setter as it is suggested by the books then we should use isAllowPipelineCreation as the getter name.","it would be better if we give it a big enough initial size, such as `(int) (methods.size() / 0.75f) + 1`",Why does simply `withBasicApiToken(alice)` not work here? Does that user not exist until created here?,Can we rename `AVRO_SCHEMA_FULL_NAME` to `DEFAULT_AVRO_SCHEMA_FULL_NAME` please?,Did something change with Lucene's support for wildcards? What's the behavior if you search with a wildcard at the beginning of your search?,"What type is `NumberHandling`? Isn't it an enum value, how can it be null?",Remove the cast,"Hi, What do you think of extracting this nested try to a separate method?","should `ServerSpanNaming.get()` context customizer be added here? I notice it's missing in some cases and included in others, but not clear to me why",Please also change the config property name in conf/aws/application.conf
"@@ -168,7 +168,7 @@ func (korm ORM) CreateEthTransactionForUpkeep(sqlDB *sql.DB, upkeep UpkeepRegist if etx.ID == 0 { return etx, errors.New(a keeper eth_tx with insufficient eth is present, not creating a new eth_tx) } - err = korm.DB.First(&etx).Error + err = tx.First(&etx).Error if err != nil { return etx, errors.Wrap(err, keeper find eth_tx after inserting) } ",This sort of mistake might be best avoided by encapsulating this logic in one place,I think a better place for this would be inside of `broadcaster#Start()`,why doesn't this try calling t.getAdminPermission()?,The migration runs in the background and does not prevent the ingest-service for starting fully while migrating the actions.,"I see, the provider-level region skips the field validation. May be add a mention about this here?","Hmm, this will yield an unhelpful message, if there are Seeds that are matching the `seedSelector` of the Shoot, but not the one of the CloudProfile. I.e. it will say none out of the <n> seeds has the matching labels required by seed selector of 'Shoot' although, all Seeds might actually match the Shoot's selector. Can you evaluate both selectors individually and then combine the filtered set of Seeds here to be able to give a more helpful error message?","This had been non-fatal since #302, but I don't see any discussion there about why it was non-fatal then.",`crypto` module isn't imported.,"@rhatdan question, does the first docker here need to be capped?","@CecileRobertMichon do you have any thoughts on doing this override here? Is this preferable to the pattern we have currently, where we pass along upgrade context through the code flow and do upgrade-specific mutations during defaults enforcement?",Shouldn't we be returning the error if there is an error here? I noticed you have a todo below to find out why the statement below is running when there is an error.
"@@ -104,7 +104,7 @@ const readCache = new Map(); * * @param {string} path * @param {string=} optionsHash - * @return {{contents: string, hash: string}} + * @return {Promise<{contents: string, hash: string}>} */ function batchedRead(path, optionsHash) { let read = readCache.get(path); ",This type had been incorrect,Is this also going to be true for the real version of fine-grained?,I think this can be done via `get_language_info` `i18n` templatetag,Don't think this will work with JPA ticket registries. We'll likely run into either schema or serialization issues. Let's keep this as long.,Why removing the `public` keyword?,It is slightly cleaner to just pass `context` through and only access `context.webgl2` in `combineShader`. Also this lets us access any other properties of `context` in the future.,We could check for COMMIT_AT_LEAST_ONCE explicitly.,Please don't include general cleanup in otherwise unrelated files in your PR.,"we should avoid manual edits to the generated files, right?",I would keep the `@return null|array` for other tooling than phpstan,@garyli1019 : Is this one of the places where we are missing the cleanup of resources ?
